Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
16-PLA DEL BON REPOS,DOMESTICO,2022/12/31,"40,813,299","7,661"
16-PLA DEL BON REPOS,NO DOMESTICO,2022/12/31,"11,503,660",766
16-PLA DEL BON REPOS,DOMESTICO,2023/01/31,"42,935,972","7,765"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/01/31,"13,203,431",776
16-PLA DEL BON REPOS,DOMESTICO,2023/02/28,"47,620,158","7,824"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/02/28,"14,796,815",782
16-PLA DEL BON REPOS,DOMESTICO,2023/03/31,"49,684,551","7,796"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/03/31,"16,311,161",779
16-PLA DEL BON REPOS,DOMESTICO,2023/04/30,"51,048,596","7,745"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/04/30,"16,163,190",774
16-PLA DEL BON REPOS,DOMESTICO,2023/05/31,"57,895,400","7,837"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/05/31,"17,144,792",783
16-PLA DEL BON REPOS,DOMESTICO,2023/06/30,"59,077,139","7,891"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/06/30,"17,742,981",789
16-PLA DEL BON REPOS,DOMESTICO,2023/07/31,"58,070,368","7,822"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/07/31,"19,638,331",782
16-PLA DEL BON REPOS,DOMESTICO,2023/08/31,"58,351,011","7,863"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/08/31,"14,484,115",786
16-PLA DEL BON REPOS,DOMESTICO,2023/09/30,"51,949,900","7,902"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/09/30,"17,627,767",790
16-PLA DEL BON REPOS,DOMESTICO,2023/10/31,"48,740,265","8,048"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/10/31,"17,239,749",804
16-PLA DEL BON REPOS,DOMESTICO,2023/11/30,"44,700,975","8,068"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/11/30,"10,718,233",806
16-PLA DEL BON REPOS,DOMESTICO,2023/12/31,"39,989,967","8,189"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/12/31,"10,406,354",818
16-PLA DEL BON REPOS,DOMESTICO,2024/01/31,"49,536,920","8,116"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/01/31,"16,494,615",811
16-PLA DEL BON REPOS,DOMESTICO,2024/02/29,"46,999,008","8,104"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/02/29,"15,054,900",810
16-PLA DEL BON REPOS,DOMESTICO,2024/03/31,"50,193,190","8,141"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/03/31,"15,181,616",814
16-PLA DEL BON REPOS,DOMESTICO,2024/04/30,"49,898,041","8,102"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/04/30,"14,629,676",810
16-PLA DEL BON REPOS,DOMESTICO,2024/05/31,"55,044,744","8,003"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/05/31,"15,201,720",800
16-PLA DEL BON REPOS,DOMESTICO,2024/06/30,"61,485,199","8,069"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/06/30,"20,476,795",806
16-PLA DEL BON REPOS,DOMESTICO,2024/07/31,"60,765,745","8,243"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/07/31,"16,780,362",824
16-PLA DEL BON REPOS,DOMESTICO,2024/08/31,"61,385,244","8,268"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/08/31,"18,067,135",826
16-PLA DEL BON REPOS,DOMESTICO,2024/09/30,"55,341,618","8,261"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/09/30,"16,740,418",826
16-PLA DEL BON REPOS,DOMESTICO,2024/10/31,"49,531,133","8,142"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/10/31,"15,235,736",814
16-PLA DEL BON REPOS,DOMESTICO,2024/11/30,"46,882,926","8,145"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/11/30,"14,034,161",814
16-PLA DEL BON REPOS,DOMESTICO,2024/12/31,"44,194,656","8,328"
16-PLA DEL BON REPOS,NO DOMESTICO,2024/12/31,"14,691,175",832
17-CAROLINAS ALTAS,DOMESTICO,2022/01/31,"51,099,991","10,413"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/01/31,"15,475,523","1,041"
17-CAROLINAS ALTAS,DOMESTICO,2022/02/28,"54,581,521","10,487"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/02/28,"16,416,664","1,048"
17-CAROLINAS ALTAS,DOMESTICO,2022/03/31,"56,300,297","10,389"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/03/31,"14,981,888","1,038"
17-CAROLINAS ALTAS,DOMESTICO,2022/04/30,"59,065,419","10,675"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/04/30,"16,729,544","1,067"
17-CAROLINAS ALTAS,DOMESTICO,2022/05/31,"69,566,934","10,450"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/05/31,"20,377,630","1,045"
17-CAROLINAS ALTAS,DOMESTICO,2022/06/30,"71,883,956","10,685"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/06/30,"22,036,195","1,068"
17-CAROLINAS ALTAS,DOMESTICO,2022/07/31,"85,743,249","10,500"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/07/31,"23,279,089","1,050"
17-CAROLINAS ALTAS,DOMESTICO,2022/08/31,"79,087,925","10,650"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/08/31,"24,511,813","1,065"
17-CAROLINAS ALTAS,DOMESTICO,2022/09/30,"68,540,891","10,630"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/09/30,"20,634,336","1,063"
17-CAROLINAS ALTAS,DOMESTICO,2022/10/31,"64,636,911","10,665"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/10/31,"22,809,527","1,066"
17-CAROLINAS ALTAS,DOMESTICO,2022/11/30,"51,526,996","10,654"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/11/30,"15,343,162","1,065"
17-CAROLINAS ALTAS,DOMESTICO,2022/12/31,"51,130,581","11,011"
17-CAROLINAS ALTAS,NO DOMESTICO,2022/12/31,"17,349,014","1,101"
17-CAROLINAS ALTAS,DOMESTICO,2023/01/31,"53,384,503","10,948"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/01/31,"16,732,112","1,094"
17-CAROLINAS ALTAS,DOMESTICO,2023/02/28,"55,896,929","10,974"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/02/28,"16,489,957","1,097"
17-CAROLINAS ALTAS,DOMESTICO,2023/03/31,"57,334,941","10,776"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/03/31,"16,297,971","1,077"
17-CAROLINAS ALTAS,DOMESTICO,2023/04/30,"63,473,986","10,740"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/04/30,"17,869,237","1,074"
17-CAROLINAS ALTAS,DOMESTICO,2023/05/31,"67,396,070","10,923"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/05/31,"20,748,321","1,092"
17-CAROLINAS ALTAS,DOMESTICO,2023/06/30,"75,959,776","11,017"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/06/30,"23,454,938","1,101"
17-CAROLINAS ALTAS,DOMESTICO,2023/07/31,"88,360,330","11,089"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/07/31,"30,030,643","1,108"
17-CAROLINAS ALTAS,DOMESTICO,2023/08/31,"91,964,306","11,036"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/08/31,"27,451,268","1,103"
17-CAROLINAS ALTAS,DOMESTICO,2023/09/30,"90,244,379","11,082"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/09/30,"28,235,090","1,108"
17-CAROLINAS ALTAS,DOMESTICO,2023/10/31,"83,071,969","10,959"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/10/31,"22,084,877","1,095"
17-CAROLINAS ALTAS,DOMESTICO,2023/11/30,"74,111,820","11,074"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/11/30,"20,917,712","1,107"
17-CAROLINAS ALTAS,DOMESTICO,2023/12/31,"80,327,738","11,246"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/12/31,"25,259,174","1,124"
17-CAROLINAS ALTAS,DOMESTICO,2024/01/31,"78,974,271","11,035"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/01/31,"25,979,788","1,103"
17-CAROLINAS ALTAS,DOMESTICO,2024/02/29,"97,288,698","11,194"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/02/29,"30,094,221","1,119"
17-CAROLINAS ALTAS,DOMESTICO,2024/03/31,"96,064,062","11,231"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/03/31,"29,124,508","1,123"
17-CAROLINAS ALTAS,DOMESTICO,2024/04/30,"109,725,475","11,226"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/04/30,"35,418,093","1,122"
17-CAROLINAS ALTAS,DOMESTICO,2024/05/31,"109,828,296","11,191"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/05/31,"28,105,961","1,119"
17-CAROLINAS ALTAS,DOMESTICO,2024/06/30,"126,999,206","11,357"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/06/30,"31,518,353","1,135"
17-CAROLINAS ALTAS,DOMESTICO,2024/07/31,"165,122,796","11,376"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/07/31,"49,486,665","1,137"
17-CAROLINAS ALTAS,DOMESTICO,2024/08/31,"149,009,790","11,454"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/08/31,"44,333,796","1,145"
17-CAROLINAS ALTAS,DOMESTICO,2024/09/30,"135,987,945","11,493"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/09/30,"41,658,197","1,149"
17-CAROLINAS ALTAS,DOMESTICO,2024/10/31,"121,723,586","11,463"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/10/31,"39,404,879","1,146"
17-CAROLINAS ALTAS,DOMESTICO,2024/11/30,"111,465,980","11,442"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/11/30,"34,868,960","1,144"
17-CAROLINAS ALTAS,DOMESTICO,2024/12/31,"110,442,448","11,398"
17-CAROLINAS ALTAS,NO DOMESTICO,2024/12/31,"33,085,325","1,139"
18-CAROLINAS BAJAS,DOMESTICO,2022/01/31,"18,049,424","3,639"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/01/31,"5,390,620",363
18-CAROLINAS BAJAS,DOMESTICO,2022/02/28,"19,527,377","3,640"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/02/28,"6,119,634",364
18-CAROLINAS BAJAS,DOMESTICO,2022/03/31,"18,321,609","3,621"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/03/31,"5,026,743",362
18-CAROLINAS BAJAS,DOMESTICO,2022/04/30,"20,010,692","3,621"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/04/30,"5,911,780",362
18-CAROLINAS BAJAS,DOMESTICO,2022/05/31,"23,032,898","3,645"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/05/31,"6,861,473",364
18-CAROLINAS BAJAS,DOMESTICO,2022/06/30,"24,770,743","3,671"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/06/30,"6,255,108",367
18-CAROLINAS BAJAS,DOMESTICO,2022/07/31,"25,677,417","3,630"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/07/31,"6,957,741",363
18-CAROLINAS BAJAS,DOMESTICO,2022/08/31,"27,676,636","3,697"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/08/31,"9,095,286",369
18-CAROLINAS BAJAS,DOMESTICO,2022/09/30,"24,779,946","3,678"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/09/30,"7,506,037",367
18-CAROLINAS BAJAS,DOMESTICO,2022/10/31,"19,953,083","3,685"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/10/31,"5,833,154",368
18-CAROLINAS BAJAS,DOMESTICO,2022/11/30,"18,686,986","3,694"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/11/30,"5,671,963",369
18-CAROLINAS BAJAS,DOMESTICO,2022/12/31,"17,757,586","3,718"
18-CAROLINAS BAJAS,NO DOMESTICO,2022/12/31,"5,822,153",371
18-CAROLINAS BAJAS,DOMESTICO,2023/01/31,"16,878,121","3,763"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/01/31,"4,025,695",376
18-CAROLINAS BAJAS,DOMESTICO,2023/02/28,"17,636,607","3,774"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/02/28,"5,190,336",377
18-CAROLINAS BAJAS,DOMESTICO,2023/03/31,"18,274,665","3,709"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/03/31,"5,706,001",370
18-CAROLINAS BAJAS,DOMESTICO,2023/04/30,"20,974,746","3,789"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/04/30,"4,976,260",378
18-CAROLINAS BAJAS,DOMESTICO,2023/05/31,"23,556,069","3,753"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/05/31,"6,225,744",375
18-CAROLINAS BAJAS,DOMESTICO,2023/06/30,"25,472,026","3,790"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/06/30,"7,995,745",379
18-CAROLINAS BAJAS,DOMESTICO,2023/07/31,"25,744,151","3,798"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/07/31,"8,444,733",379
18-CAROLINAS BAJAS,DOMESTICO,2023/08/31,"26,382,179","3,799"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/08/31,"7,306,384",379
18-CAROLINAS BAJAS,DOMESTICO,2023/09/30,"22,771,934","3,800"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/09/30,"6,737,060",380
18-CAROLINAS BAJAS,DOMESTICO,2023/10/31,"20,228,595","3,888"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/10/31,"5,274,341",388
18-CAROLINAS BAJAS,DOMESTICO,2023/11/30,"19,308,021","3,890"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/11/30,"5,482,363",389
18-CAROLINAS BAJAS,DOMESTICO,2023/12/31,"17,608,636","3,885"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/12/31,"6,046,484",388
18-CAROLINAS BAJAS,DOMESTICO,2024/01/31,"18,354,177","3,883"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/01/31,"6,451,559",388
18-CAROLINAS BAJAS,DOMESTICO,2024/02/29,"20,017,748","3,848"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/02/29,"6,136,328",384
18-CAROLINAS BAJAS,DOMESTICO,2024/03/31,"22,924,958","3,927"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/03/31,"6,882,805",392
18-CAROLINAS BAJAS,DOMESTICO,2024/04/30,"22,531,339","3,864"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/04/30,"6,386,307",386
18-CAROLINAS BAJAS,DOMESTICO,2024/05/31,"24,630,953","3,974"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/05/31,"7,166,108",397
18-CAROLINAS BAJAS,DOMESTICO,2024/06/30,"24,583,735","3,919"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/06/30,"6,786,238",391
18-CAROLINAS BAJAS,DOMESTICO,2024/07/31,"27,336,523","3,967"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/07/31,"7,500,844",396
18-CAROLINAS BAJAS,DOMESTICO,2024/08/31,"29,126,228","3,954"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/08/31,"9,231,090",395
18-CAROLINAS BAJAS,DOMESTICO,2024/09/30,"24,016,356","3,981"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/09/30,"6,383,781",398
18-CAROLINAS BAJAS,DOMESTICO,2024/10/31,"22,038,460","4,010"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/10/31,"6,478,866",401
18-CAROLINAS BAJAS,DOMESTICO,2024/11/30,"20,699,342","4,015"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/11/30,"6,428,265",401
18-CAROLINAS BAJAS,DOMESTICO,2024/12/31,"18,343,237","4,055"
18-CAROLINAS BAJAS,NO DOMESTICO,2024/12/31,"5,904,152",405
19-GARBINET,DOMESTICO,2022/01/31,"50,882,760","8,204"
19-GARBINET,NO DOMESTICO,2022/01/31,"17,123,020",820
19-GARBINET,DOMESTICO,2022/02/28,"53,782,995","8,266"
19-GARBINET,NO DOMESTICO,2022/02/28,"17,506,565",826
19-GARBINET,DOMESTICO,2022/03/31,"53,859,027","8,219"
19-GARBINET,NO DOMESTICO,2022/03/31,"14,790,956",821
19-GARBINET,DOMESTICO,2022/04/30,"64,411,182","8,112"
19-GARBINET,NO DOMESTICO,2022/04/30,"17,613,596",811
19-GARBINET,DOMESTICO,2022/05/31,"63,494,144","8,280"
19-GARBINET,NO DOMESTICO,2022/05/31,"19,516,688",828
19-GARBINET,DOMESTICO,2022/06/30,"74,339,367","8,389"
19-GARBINET,NO DOMESTICO,2022/06/30,"21,238,705",838
19-GARBINET,DOMESTICO,2022/07/31,"76,056,632","8,333"
19-GARBINET,NO DOMESTICO,2022/07/31,"22,354,988",833
19-GARBINET,DOMESTICO,2022/08/31,"76,532,906","8,504"
19-GARBINET,NO DOMESTICO,2022/08/31,"24,298,253",850
19-GARBINET,DOMESTICO,2022/09/30,"70,859,062","8,451"
19-GARBINET,NO DOMESTICO,2022/09/30,"21,563,015",845
19-GARBINET,DOMESTICO,2022/10/31,"59,843,137","8,315"
19-GARBINET,NO DOMESTICO,2022/10/31,"17,007,206",831
19-GARBINET,DOMESTICO,2022/11/30,"54,795,828","8,402"
19-GARBINET,NO DOMESTICO,2022/11/30,"18,062,913",840
19-GARBINET,DOMESTICO,2022/12/31,"50,791,059","8,472"
19-GARBINET,NO DOMESTICO,2022/12/31,"17,308,205",847
19-GARBINET,DOMESTICO,2023/01/31,"58,883,803","8,514"
19-GARBINET,NO DOMESTICO,2023/01/31,"18,455,650",851
19-GARBINET,DOMESTICO,2023/02/28,"55,062,765","8,375"
19-GARBINET,NO DOMESTICO,2023/02/28,"17,012,370",837
19-GARBINET,DOMESTICO,2023/03/31,"61,157,472","8,650"
19-GARBINET,NO DOMESTICO,2023/03/31,"18,144,018",865
19-GARBINET,DOMESTICO,2023/04/30,"60,332,396","8,468"
19-GARBINET,NO DOMESTICO,2023/04/30,"16,852,248",846
19-GARBINET,DOMESTICO,2023/05/31,"68,401,351","8,545"
19-GARBINET,NO DOMESTICO,2023/05/31,"23,248,163",854
19-GARBINET,DOMESTICO,2023/06/30,"69,096,103","8,650"
19-GARBINET,NO DOMESTICO,2023/06/30,"21,466,118",865
19-GARBINET,DOMESTICO,2023/07/31,"76,261,723","8,740"
19-GARBINET,NO DOMESTICO,2023/07/31,"22,633,228",874
19-GARBINET,DOMESTICO,2023/08/31,"73,151,615","8,668"
19-GARBINET,NO DOMESTICO,2023/08/31,"23,062,326",866
19-GARBINET,DOMESTICO,2023/09/30,"70,203,822","8,682"
19-GARBINET,NO DOMESTICO,2023/09/30,"19,561,311",868
19-GARBINET,DOMESTICO,2023/10/31,"63,458,231","8,680"
19-GARBINET,NO DOMESTICO,2023/10/31,"18,469,645",868
19-GARBINET,DOMESTICO,2023/11/30,"55,151,848","8,882"
19-GARBINET,NO DOMESTICO,2023/11/30,"16,839,164",888
19-GARBINET,DOMESTICO,2023/12/31,"48,501,008","8,842"
19-GARBINET,NO DOMESTICO,2023/12/31,"12,497,850",884
19-GARBINET,DOMESTICO,2024/01/31,"56,377,529","8,665"
19-GARBINET,NO DOMESTICO,2024/01/31,"16,157,232",866
19-GARBINET,DOMESTICO,2024/02/29,"55,562,991","9,024"
19-GARBINET,NO DOMESTICO,2024/02/29,"16,907,500",902
19-GARBINET,DOMESTICO,2024/03/31,"67,478,867","8,966"
19-GARBINET,NO DOMESTICO,2024/03/31,"23,566,469",896
19-GARBINET,DOMESTICO,2024/04/30,"67,837,922","8,963"
19-GARBINET,NO DOMESTICO,2024/04/30,"21,308,941",896
19-GARBINET,DOMESTICO,2024/05/31,"67,692,329","8,952"
19-GARBINET,NO DOMESTICO,2024/05/31,"18,974,199",895
19-GARBINET,DOMESTICO,2024/06/30,"75,080,487","8,913"
19-GARBINET,NO DOMESTICO,2024/06/30,"21,700,153",891
19-GARBINET,DOMESTICO,2024/07/31,"84,821,836","8,995"
19-GARBINET,NO DOMESTICO,2024/07/31,"25,612,278",899
19-GARBINET,DOMESTICO,2024/08/31,"75,230,584","9,083"
19-GARBINET,NO DOMESTICO,2024/08/31,"22,212,177",908
19-GARBINET,DOMESTICO,2024/09/30,"64,110,642","8,928"
19-GARBINET,NO DOMESTICO,2024/09/30,"19,088,855",892
19-GARBINET,DOMESTICO,2024/10/31,"68,317,095","9,001"
19-GARBINET,NO DOMESTICO,2024/10/31,"21,527,022",900
19-GARBINET,DOMESTICO,2024/11/30,"61,978,066","8,952"
19-GARBINET,NO DOMESTICO,2024/11/30,"20,405,115",895
19-GARBINET,DOMESTICO,2024/12/31,"53,164,688","9,108"
19-GARBINET,NO DOMESTICO,2024/12/31,"14,712,273",910
20-RABASA,DOMESTICO,2022/01/31,"30,056,116","5,081"
20-RABASA,NO DOMESTICO,2022/01/31,"10,374,233",508
20-RABASA,DOMESTICO,2022/02/28,"29,429,402","5,194"
20-RABASA,NO DOMESTICO,2022/02/28,"8,031,838",519
20-RABASA,DOMESTICO,2022/03/31,"29,361,007","5,137"
20-RABASA,NO DOMESTICO,2022/03/31,"9,023,713",513
20-RABASA,DOMESTICO,2022/04/30,"33,120,616","5,138"
20-RABASA,NO DOMESTICO,2022/04/30,"8,655,066",513
20-RABASA,DOMESTICO,2022/05/31,"35,988,160","5,187"
20-RABASA,NO DOMESTICO,2022/05/31,"9,772,765",518
20-RABASA,DOMESTICO,2022/06/30,"39,119,747","5,030"
20-RABASA,NO DOMESTICO,2022/06/30,"13,399,844",503
20-RABASA,DOMESTICO,2022/07/31,"42,532,198","5,276"
20-RABASA,NO DOMESTICO,2022/07/31,"12,131,126",527
20-RABASA,DOMESTICO,2022/08/31,"40,017,411","5,231"
20-RABASA,NO DOMESTICO,2022/08/31,"12,292,719",523
20-RABASA,DOMESTICO,2022/09/30,"40,537,987","5,261"
20-RABASA,NO DOMESTICO,2022/09/30,"12,061,661",526
20-RABASA,DOMESTICO,2022/10/31,"32,324,083","5,227"
20-RABASA,NO DOMESTICO,2022/10/31,"9,043,622",522
20-RABASA,DOMESTICO,2022/11/30,"30,998,853","5,241"
20-RABASA,NO DOMESTICO,2022/11/30,"9,977,433",524
20-RABASA,DOMESTICO,2022/12/31,"30,399,821","5,227"
20-RABASA,NO DOMESTICO,2022/12/31,"8,910,187",522
20-RABASA,DOMESTICO,2023/01/31,"28,524,950","5,282"
20-RABASA,NO DOMESTICO,2023/01/31,"6,895,241",528
20-RABASA,DOMESTICO,2023/02/28,"32,175,436","5,343"
20-RABASA,NO DOMESTICO,2023/02/28,"9,430,089",534
20-RABASA,DOMESTICO,2023/03/31,"34,197,598","5,317"
20-RABASA,NO DOMESTICO,2023/03/31,"8,965,013",531
20-RABASA,DOMESTICO,2023/04/30,"36,382,893","5,302"
20-RABASA,NO DOMESTICO,2023/04/30,"9,815,931",530
20-RABASA,DOMESTICO,2023/05/31,"35,607,951","5,359"
20-RABASA,NO DOMESTICO,2023/05/31,"11,062,382",535
20-RABASA,DOMESTICO,2023/06/30,"38,358,284","5,358"
20-RABASA,NO DOMESTICO,2023/06/30,"12,560,960",535
20-RABASA,DOMESTICO,2023/07/31,"42,246,469","5,337"
20-RABASA,NO DOMESTICO,2023/07/31,"12,860,411",533
20-RABASA,DOMESTICO,2023/08/31,"41,646,871","5,449"
20-RABASA,NO DOMESTICO,2023/08/31,"12,534,973",544
20-RABASA,DOMESTICO,2023/09/30,"40,765,438","5,427"
20-RABASA,NO DOMESTICO,2023/09/30,"12,386,259",542
20-RABASA,DOMESTICO,2023/10/31,"33,494,330","5,402"
20-RABASA,NO DOMESTICO,2023/10/31,"10,113,801",540
20-RABASA,DOMESTICO,2023/11/30,"26,687,821","5,381"
20-RABASA,NO DOMESTICO,2023/11/30,"8,284,426",538
20-RABASA,DOMESTICO,2023/12/31,"26,239,702","5,498"
20-RABASA,NO DOMESTICO,2023/12/31,"7,225,500",549
20-RABASA,DOMESTICO,2024/01/31,"34,016,826","5,498"
20-RABASA,NO DOMESTICO,2024/01/31,"10,207,150",549
20-RABASA,DOMESTICO,2024/02/29,"31,335,359","5,445"
20-RABASA,NO DOMESTICO,2024/02/29,"10,424,999",544
20-RABASA,DOMESTICO,2024/03/31,"32,890,292","5,464"
20-RABASA,NO DOMESTICO,2024/03/31,"9,479,081",546
20-RABASA,DOMESTICO,2024/04/30,"36,283,589","5,464"
20-RABASA,NO DOMESTICO,2024/04/30,"12,290,852",546
20-RABASA,DOMESTICO,2024/05/31,"39,019,011","5,544"
20-RABASA,NO DOMESTICO,2024/05/31,"11,424,186",554
20-RABASA,DOMESTICO,2024/06/30,"44,424,476","5,463"
20-RABASA,NO DOMESTICO,2024/06/30,"13,237,080",546
20-RABASA,DOMESTICO,2024/07/31,"53,088,153","5,549"
20-RABASA,NO DOMESTICO,2024/07/31,"16,280,643",554
20-RABASA,DOMESTICO,2024/08/31,"43,617,728","5,535"
20-RABASA,NO DOMESTICO,2024/08/31,"14,274,634",553
20-RABASA,DOMESTICO,2024/09/30,"37,698,579","5,595"
20-RABASA,NO DOMESTICO,2024/09/30,"12,130,410",559
20-RABASA,DOMESTICO,2024/10/31,"39,401,202","5,570"
20-RABASA,NO DOMESTICO,2024/10/31,"12,841,685",557
20-RABASA,DOMESTICO,2024/11/30,"34,589,500","5,597"
20-RABASA,NO DOMESTICO,2024/11/30,"10,420,131",559
20-RABASA,DOMESTICO,2024/12/31,"31,474,111","5,678"
20-RABASA,NO DOMESTICO,2024/12/31,"8,790,510",567
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/01/31,"12,944,340","2,682"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/01/31,"3,776,481",268
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/02/28,"12,204,094","2,697"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/02/28,"3,775,475",269
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/03/31,"13,456,468","2,771"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/03/31,"4,043,302",277
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/04/30,"14,855,408","2,762"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/04/30,"4,614,562",276
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/05/31,"16,101,485","2,703"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/05/31,"4,752,845",270
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/06/30,"18,678,083","2,767"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/06/30,"6,747,146",276
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/07/31,"18,960,919","2,764"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/07/31,"5,768,372",276
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/08/31,"18,403,517","2,747"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2022/08/31,"5,376,844",274
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2022/09/30,"17,531,442","2,769"
