barrio,tipo_anomalia,year,month,electricity_kwh_total,electricity_kwh_per_m3,ratio_zscore,ratio_yoy,elec_water_anomaly_flag,source
18-CAROLINAS BAJAS,normal,2024,1,65157.0,2.27,0.16,0.95,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,2,59628.0,2.44,0.31,1.05,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,3,56745.0,2.37,0.24,1.06,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,4,53709.0,2.06,-0.04,0.95,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,5,60365.0,2.29,0.18,1.04,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,6,62220.0,2.41,0.29,0.98,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,7,72585.0,2.99,0.81,1.05,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,8,72479.0,2.76,0.6,0.99,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,9,59312.0,2.37,0.25,0.99,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,10,53157.0,2.17,0.06,0.98,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,11,55372.0,2.4,0.27,1.05,0,REE distribución + AMAEM ratio (synthetic)
18-CAROLINAS BAJAS,normal,2024,12,62983.0,2.29,0.17,0.94,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,1,22180.0,1.76,-0.31,0.93,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,2,23226.0,1.79,-0.28,0.97,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,3,21721.0,1.92,-0.16,1.09,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,4,19760.0,1.56,-0.49,0.91,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,5,22182.0,1.7,-0.36,0.97,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,6,22504.0,1.98,-0.11,1.01,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,7,26387.0,2.33,0.21,1.03,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,8,25287.0,2.28,0.16,1.03,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,9,22801.0,1.82,-0.26,0.96,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,10,20601.0,1.86,-0.22,1.06,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,11,22725.0,1.77,-0.3,0.98,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2022,12,25935.0,1.93,-0.15,1.0,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,1,21211.0,2.12,0.02,1.12,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,2,22265.0,1.97,-0.12,1.07,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,3,20659.0,1.91,-0.17,1.08,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,4,21692.0,1.42,-0.62,0.83,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,5,20159.0,1.81,-0.26,1.04,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,6,25378.0,1.97,-0.12,1.01,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,7,27328.0,2.42,0.29,1.07,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,8,25882.0,2.04,-0.05,0.93,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,9,21322.0,1.94,-0.14,1.02,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,10,21349.0,1.9,-0.18,1.08,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,11,21744.0,1.96,-0.13,1.09,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2023,12,23655.0,2.12,0.02,1.1,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,1,20328.0,1.72,-0.35,0.91,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,2,21216.0,1.53,-0.51,0.83,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,3,23985.0,1.9,-0.18,1.08,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,4,21175.0,1.68,-0.39,0.98,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,5,20605.0,1.49,-0.56,0.85,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,6,22529.0,2.01,-0.09,1.03,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,7,28878.0,2.22,0.11,0.98,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,8,27063.0,2.07,-0.02,0.94,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,9,22237.0,2.11,0.01,1.11,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,10,21586.0,1.86,-0.21,1.07,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,11,22016.0,1.78,-0.29,0.99,0,REE distribución + AMAEM ratio (synthetic)
19-GARBINET,normal,2024,12,21450.0,2.01,-0.08,1.04,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,1,55815.0,3.0,0.82,1.16,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,2,54121.0,2.47,0.34,0.98,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,3,50747.0,2.26,0.14,0.94,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,4,52597.0,2.4,0.27,1.02,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,5,50786.0,2.36,0.23,0.99,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,6,55698.0,2.79,0.63,1.05,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,7,63806.0,2.81,0.64,0.91,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,8,68490.0,2.9,0.73,0.97,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,9,54597.0,2.53,0.39,0.98,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,10,54062.0,2.5,0.36,1.04,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,11,57258.0,2.5,0.36,1.01,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2022,12,59421.0,2.85,0.69,1.08,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,1,59725.0,2.64,0.49,1.02,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,2,53909.0,2.75,0.59,1.09,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,3,51991.0,2.3,0.18,0.95,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,4,55056.0,2.36,0.24,1.01,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,5,46971.0,2.41,0.28,1.01,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,6,58785.0,2.84,0.68,1.07,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,7,66008.0,2.79,0.63,0.91,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,8,67322.0,2.87,0.7,0.95,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,9,54733.0,2.64,0.49,1.02,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,10,54299.0,2.19,0.08,0.91,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,11,54256.0,2.88,0.71,1.17,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2023,12,56843.0,2.63,0.48,1.0,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,1,58406.0,2.58,0.43,1.0,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,2,51704.0,2.21,0.1,0.88,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,3,52223.0,2.33,0.21,0.97,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,4,53398.0,2.48,0.35,1.06,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,5,54594.0,2.06,-0.04,0.86,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,6,54846.0,2.63,0.48,0.99,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,7,70125.0,3.33,1.12,1.08,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,8,68249.0,2.99,0.81,0.99,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,9,53686.0,2.53,0.39,0.98,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,10,53232.0,2.3,0.18,0.96,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,11,52760.0,2.21,0.1,0.9,0,REE distribución + AMAEM ratio (synthetic)
20-RABASA,normal,2024,12,57854.0,2.64,0.49,1.0,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,1,58498.0,2.25,0.13,1.06,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,2,55074.0,1.92,-0.17,0.93,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,3,59657.0,2.07,-0.03,1.05,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,4,59007.0,1.91,-0.17,1.0,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,5,56999.0,1.92,-0.16,0.98,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,6,58660.0,2.32,0.2,1.07,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,7,63561.0,2.32,0.2,0.92,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,8,70215.0,2.5,0.36,1.01,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,9,61488.0,1.76,-0.31,0.83,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,10,53804.0,1.97,-0.12,1.01,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,11,64734.0,2.09,-0.01,1.03,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2022,12,59647.0,2.27,0.15,1.05,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,1,62203.0,1.88,-0.2,0.89,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,2,57971.0,2.08,-0.02,1.01,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,3,64559.0,2.16,0.05,1.09,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,4,53684.0,1.88,-0.2,0.98,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,5,61018.0,1.82,-0.25,0.93,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,6,64160.0,2.25,0.14,1.03,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,7,63688.0,2.56,0.42,1.01,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,8,72117.0,2.76,0.6,1.12,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,9,59609.0,2.02,-0.07,0.95,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,10,53267.0,1.96,-0.13,1.0,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,11,59985.0,2.17,0.07,1.08,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2023,12,57100.0,2.37,0.25,1.1,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,1,60801.0,2.1,-0.0,0.99,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,2,63175.0,2.0,-0.09,0.97,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,3,56219.0,2.19,0.09,1.11,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,4,58968.0,1.95,-0.13,1.02,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,5,61015.0,1.94,-0.15,0.99,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,6,64415.0,2.48,0.35,1.14,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,7,70744.0,2.55,0.41,1.01,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,8,63713.0,2.57,0.43,1.05,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,9,56704.0,2.26,0.14,1.07,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,10,54814.0,2.24,0.12,1.14,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,11,56059.0,1.83,-0.25,0.91,0,REE distribución + AMAEM ratio (synthetic)
22-CASCO ANTIGUO - SANTA CRUZ,normal,2024,12,62055.0,1.92,-0.17,0.89,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,1,22553.0,1.88,-0.2,0.99,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,2,25005.0,1.95,-0.14,1.06,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,3,23785.0,1.64,-0.42,0.93,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,4,21361.0,1.76,-0.31,1.03,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,5,20740.0,1.82,-0.25,1.04,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,6,25574.0,2.23,0.12,1.14,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,7,26443.0,2.32,0.2,1.03,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,8,28158.0,2.16,0.06,0.98,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,9,26013.0,1.74,-0.33,0.92,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,10,21526.0,1.49,-0.56,0.85,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,11,24055.0,1.9,-0.18,1.05,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2022,12,26422.0,1.8,-0.27,0.93,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,1,27531.0,2.22,0.11,1.17,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,2,24652.0,2.07,-0.03,1.12,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,3,24959.0,2.02,-0.07,1.14,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,4,23214.0,1.7,-0.36,0.99,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,5,25024.0,1.84,-0.24,1.05,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,6,26220.0,1.94,-0.14,0.99,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,7,33565.0,2.38,0.26,1.05,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,8,32944.0,2.12,0.01,0.96,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,9,24499.0,1.9,-0.19,1.0,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,10,22885.0,1.46,-0.58,0.83,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,11,26613.0,1.71,-0.36,0.94,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2023,12,30271.0,2.11,0.01,1.09,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,1,27392.0,1.66,-0.4,0.87,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,2,24536.0,2.08,-0.02,1.13,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,3,24583.0,1.83,-0.25,1.03,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,4,23126.0,1.92,-0.16,1.12,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,5,24887.0,1.8,-0.27,1.03,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,6,28556.0,2.14,0.03,1.09,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,7,31468.0,2.05,-0.04,0.91,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,8,30930.0,2.08,-0.02,0.94,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,9,26048.0,1.97,-0.12,1.04,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,10,25257.0,1.45,-0.59,0.83,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,11,26689.0,1.63,-0.43,0.9,0,REE distribución + AMAEM ratio (synthetic)
24-SAN BLAS - SANTO DOMINGO,normal,2024,12,25146.0,2.09,-0.01,1.08,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,1,24802.0,2.03,-0.07,0.99,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,2,23254.0,1.91,-0.18,0.96,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,3,25483.0,1.9,-0.18,1.0,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,4,22969.0,1.82,-0.25,0.98,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,5,23597.0,1.82,-0.26,0.96,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,6,24820.0,1.89,-0.19,0.9,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,7,26245.0,2.55,0.41,1.05,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,8,27481.0,2.42,0.3,1.02,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,9,23632.0,2.24,0.12,1.09,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,10,22650.0,1.96,-0.12,1.04,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,11,22585.0,1.94,-0.15,0.99,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2022,12,24022.0,2.0,-0.09,0.96,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,1,23791.0,2.34,0.22,1.15,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,2,23185.0,1.94,-0.15,0.98,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,3,22887.0,1.88,-0.2,0.99,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,4,19828.0,1.79,-0.28,0.97,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,5,23020.0,1.86,-0.22,0.98,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,6,23382.0,2.19,0.08,1.04,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,7,23809.0,2.5,0.37,1.03,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,8,30687.0,2.59,0.44,1.09,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,9,25159.0,2.0,-0.09,0.98,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,10,22021.0,2.07,-0.03,1.1,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,11,21621.0,2.14,0.03,1.1,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2023,12,24918.0,2.26,0.14,1.08,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,1,24089.0,1.93,-0.15,0.94,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,2,23436.0,1.93,-0.15,0.97,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,3,22919.0,1.76,-0.31,0.92,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,4,22271.0,1.79,-0.28,0.97,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,5,19179.0,2.03,-0.06,1.08,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,6,24857.0,2.01,-0.08,0.96,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,7,28891.0,2.56,0.42,1.05,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,8,30906.0,2.78,0.62,1.17,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,9,24003.0,2.11,0.01,1.03,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,10,24180.0,1.9,-0.18,1.01,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,11,22749.0,1.79,-0.28,0.92,0,REE distribución + AMAEM ratio (synthetic)
25-ALTOZANO - CONDE LUMIARES,normal,2024,12,28078.0,2.23,0.12,1.07,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,1,58645.0,3.01,0.83,1.1,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,2,61213.0,2.45,0.31,0.92,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,3,54692.0,2.7,0.55,1.06,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,4,52373.0,2.36,0.24,0.95,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,5,57555.0,2.2,0.09,0.87,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,6,67267.0,2.77,0.61,0.98,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,7,65340.0,4.01,1.74,1.23,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,8,69443.0,2.98,0.8,0.93,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,9,69049.0,2.9,0.72,1.06,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,10,52816.0,2.84,0.68,1.12,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,11,55935.0,2.37,0.25,0.91,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2022,12,63200.0,3.12,0.92,1.11,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,1,54036.0,2.95,0.78,1.08,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,2,64031.0,2.83,0.66,1.06,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,3,58326.0,2.46,0.33,0.96,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,4,55538.0,2.5,0.36,1.01,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,5,63617.0,2.53,0.39,1.0,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,6,62708.0,3.21,1.01,1.14,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,7,78601.0,3.29,1.09,1.01,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,8,68151.0,3.59,1.36,1.13,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,9,60321.0,2.48,0.34,0.9,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,10,57297.0,2.93,0.75,1.15,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,11,51346.0,3.03,0.84,1.16,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2023,12,59737.0,2.69,0.53,0.96,0,REE distribución + AMAEM ratio (synthetic)
28-EL PALMERAL,normal,2024,1,57582.0,2.72,0.56,0.99,0,REE distribución + AMAEM ratio (synthetic)
