EXPLOTACION,FECHA,MOTIVO_CAMBIO,EMPLAZAMIENTO,CALIBRE
ALICANTE,2022-04-04,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-04,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-04,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-04,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-04,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2022-04-04,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2022-04-04,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-04,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-04,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-05,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-05,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-05,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2022-04-05,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-05,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-05,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-05,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-05,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-05,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-05,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2022-04-05,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-05,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-06,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-06,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-06,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2022-04-06,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-06,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-06,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-06,TE-INSTALAR TELELECTURA,ARQUETA,20
ALICANTE,2022-04-07,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-07,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-07,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-07,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2022-04-07,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-07,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-07,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-07,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-07,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2022-04-07,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-07,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-07,CM-CAMBIO CLASE O MODELO,GALERIA,20
ALICANTE,2022-04-07,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-08,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-08,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2022-04-08,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2022-04-08,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2022-04-08,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2022-04-08,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2022-04-08,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2022-04-08,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-08,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-08,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-08,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-09,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-09,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-09,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-09,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-09,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2022-04-09,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2022-04-09,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-09,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-09,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2022-04-09,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-10,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-10,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-10,CM-CAMBIO CLASE O MODELO,ARQUETA,25
ALICANTE,2022-04-10,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-10,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-10,ED-CAMBIO POR EDAD,FACHADA,25
ALICANTE,2022-04-10,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2022-04-10,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-10,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-10,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-10,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-10,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-11,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-11,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2022-04-11,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2022-04-11,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-11,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-11,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-11,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-11,ED-CAMBIO POR EDAD,GALERIA,25
ALICANTE,2022-04-11,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,ARQUETA,25
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-11,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-11,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2022-04-11,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-12,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-12,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-12,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-12,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-12,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-12,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-12,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-13,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-13,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2022-04-13,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-13,ED-CAMBIO POR EDAD,FACHADA,15
ALICANTE,2022-04-13,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-13,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-13,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-13,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-13,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2022-04-14,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-14,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-14,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-14,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-14,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-14,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-14,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-14,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-14,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2022-04-14,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,FACHADA,20
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-14,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-14,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-15,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-15,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-15,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2022-04-15,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-15,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-15,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-15,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-15,RO-CONTADOR ROTO,BATERIA,13
ALICANTE,2022-04-15,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-15,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-15,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-15,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-16,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-16,RO-CONTADOR ROTO,ARQUETA,13
ALICANTE,2022-04-16,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-16,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2022-04-16,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-16,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-16,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-16,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-16,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-17,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-17,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2022-04-17,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2022-04-17,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-17,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-17,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-17,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-18,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-18,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-18,ED-CAMBIO POR EDAD,FACHADA,25
ALICANTE,2022-04-18,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-18,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-18,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-18,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-18,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-18,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-18,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2022-04-18,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-18,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-18,TE-INSTALAR TELELECTURA,BATERIA,15
ALICANTE,2022-04-19,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-19,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-19,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-19,PA-PARADO,FACHADA,13
ALICANTE,2022-04-19,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-19,TE-INSTALAR TELELECTURA,GALERIA,15
ALICANTE,2022-04-20,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-20,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-20,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-20,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2022-04-20,CM-CAMBIO CLASE O MODELO,FACHADA,25
ALICANTE,2022-04-20,CM-CAMBIO CLASE O MODELO,GALERIA,25
ALICANTE,2022-04-20,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-20,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-20,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-20,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-20,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-20,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-21,CM-CAMBIO CLASE O MODELO,GALERIA,25
ALICANTE,2022-04-21,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2022-04-21,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2022-04-21,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-21,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-21,TE-INSTALAR TELELECTURA,GALERIA,20
ALICANTE,2022-04-21,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2022-04-21,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-21,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-21,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-21,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-21,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-22,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-22,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-22,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-22,ED-CAMBIO POR EDAD,FACHADA,25
ALICANTE,2022-04-22,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-22,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-22,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-22,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2022-04-22,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2022-04-22,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-22,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2022-04-22,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-23,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-23,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-23,ED-CAMBIO POR EDAD,BATERIA,25
ALICANTE,2022-04-23,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-23,TE-INSTALAR TELELECTURA,ARQUETA,15
ALICANTE,2022-04-23,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-23,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-23,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2022-04-23,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2022-04-23,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-23,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2022-04-24,TE-INSTALAR TELELECTURA,ARQUETA,25
ALICANTE,2022-04-24,CM-CAMBIO CLASE O MODELO,FACHADA,15
ALICANTE,2022-04-24,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-24,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-24,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-24,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-24,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-24,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2022-04-24,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2022-04-24,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-24,ED-CAMBIO POR EDAD,BATERIA,25
ALICANTE,2022-04-24,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-24,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-24,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-24,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-25,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-25,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-25,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2022-04-25,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-25,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-25,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-25,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-25,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-25,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-26,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-26,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-26,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-04-26,ED-CAMBIO POR EDAD,BATERIA,25
ALICANTE,2022-04-26,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-26,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-26,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-04-26,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-26,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-04-26,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-26,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-04-26,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-26,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-04-26,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-04-27,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2022-04-27,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-27,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2022-04-27,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-27,PA-PARADO,BATERIA,13
ALICANTE,2022-04-27,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-28,CM-CAMBIO CLASE O MODELO,GALERIA,15
ALICANTE,2022-04-28,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-04-28,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-04-28,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-04-28,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2022-04-28,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-04-28,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-28,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-04-28,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-04-28,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-05-01,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-05-01,CM-CAMBIO CLASE O MODELO,BATERIA,25
ALICANTE,2022-05-01,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-05-01,TE-INSTALAR TELELECTURA,FACHADA,20
ALICANTE,2022-05-01,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-05-01,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-05-01,ED-CAMBIO POR EDAD,BATERIA,15
ALICANTE,2022-05-01,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-05-01,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-01,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2022-05-02,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-05-02,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-05-02,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-05-02,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-05-02,TE-INSTALAR TELELECTURA,FACHADA,25
ALICANTE,2022-05-02,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-05-02,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2022-05-02,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2022-05-02,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-02,TE-INSTALAR TELELECTURA,FACHADA,15
ALICANTE,2022-05-02,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-05-02,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2022-05-02,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-05-03,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-05-03,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-05-03,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2022-05-03,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2022-05-04,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-05-04,ED-CAMBIO POR EDAD,ARQUETA,15
ALICANTE,2022-05-04,ED-CAMBIO POR EDAD,GALERIA,20
ALICANTE,2022-05-04,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-05-04,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-05-04,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-05-04,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-05-04,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-04,TE-INSTALAR TELELECTURA,GALERIA,13
ALICANTE,2022-05-04,CM-CAMBIO CLASE O MODELO,GALERIA,13
ALICANTE,2022-05-04,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-05,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-05-05,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-05-05,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-05,CM-CAMBIO CLASE O MODELO,ARQUETA,25
ALICANTE,2022-05-05,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-05,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-05-05,TE-INSTALAR TELELECTURA,ARQUETA,13
ALICANTE,2022-05-05,TE-INSTALAR TELELECTURA,BATERIA,13
ALICANTE,2022-05-05,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-05-05,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-05-06,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-05-06,CM-CAMBIO CLASE O MODELO,FACHADA,20
ALICANTE,2022-05-06,RO-CONTADOR ROTO,FACHADA,25
ALICANTE,2022-05-06,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-05-06,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-05-06,ED-CAMBIO POR EDAD,ARQUETA,20
ALICANTE,2022-05-06,CM-CAMBIO CLASE O MODELO,FACHADA,13
ALICANTE,2022-05-06,CM-CAMBIO CLASE O MODELO,ARQUETA,13
ALICANTE,2022-05-06,TE-INSTALAR TELELECTURA,BATERIA,20
ALICANTE,2022-05-06,TE-INSTALAR TELELECTURA,ARQUETA,25
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,FACHADA,13
ALICANTE,2022-05-07,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,ARQUETA,13
ALICANTE,2022-05-07,CM-CAMBIO CLASE O MODELO,ARQUETA,15
ALICANTE,2022-05-07,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-07,CM-CAMBIO CLASE O MODELO,BATERIA,15
ALICANTE,2022-05-07,TE-INSTALAR TELELECTURA,FACHADA,13
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,BATERIA,13
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,ARQUETA,25
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-07,CM-CAMBIO CLASE O MODELO,BATERIA,13
ALICANTE,2022-05-07,ED-CAMBIO POR EDAD,GALERIA,13
ALICANTE,2022-05-07,CM-CAMBIO CLASE O MODELO,FACHADA,13
