Barrio,Uso,Fecha (aaaa/mm/dd),Consumo (litros),Nº Contratos
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2023/04/30,"91,607",14
37-JUAN XXIII,COMERCIAL,2023/04/30,"1,527,251",15
37-JUAN XXIII,DOMESTICO,2023/04/30,"17,853,267","2,720"
37-JUAN XXIII,NO DOMESTICO,2023/04/30,"2,610,681",44
38-VISTAHERMOSA,COMERCIAL,2023/04/30,"947,804",25
38-VISTAHERMOSA,DOMESTICO,2023/04/30,"19,477,865","2,177"
38-VISTAHERMOSA,NO DOMESTICO,2023/04/30,"13,889,227",136
39-ALBUFERETA,COMERCIAL,2023/04/30,"493,960",63
39-ALBUFERETA,DOMESTICO,2023/04/30,"43,016,031","7,641"
39-ALBUFERETA,NO DOMESTICO,2023/04/30,"10,440,225",329
3-CENTRO,COMERCIAL,2023/04/30,"4,138,496",348
3-CENTRO,DOMESTICO,2023/04/30,"20,693,744","3,968"
3-CENTRO,NO DOMESTICO,2023/04/30,"9,370,087","1,112"
40-CABO DE LAS HUERTAS,COMERCIAL,2023/04/30,"348,572",37
40-CABO DE LAS HUERTAS,DOMESTICO,2023/04/30,"48,840,665","6,441"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2023/04/30,"6,386,669",177
41-PLAYA DE SAN JUAN,COMERCIAL,2023/04/30,"2,322,930",171
41-PLAYA DE SAN JUAN,DOMESTICO,2023/04/30,"89,365,902","14,572"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2023/04/30,"14,870,844",497
4-MERCADO,COMERCIAL,2023/04/30,"1,003,164",178
4-MERCADO,DOMESTICO,2023/04/30,"30,482,339","5,332"
4-MERCADO,NO DOMESTICO,2023/04/30,"5,289,916",661
53-POLIGONO ATALAYAS,COMERCIAL,2023/04/30,"309,646",40
53-POLIGONO ATALAYAS,NO DOMESTICO,2023/04/30,"6,223,164",152
54-POLIGONO VALLONGA,COMERCIAL,2023/04/30,"1,461,412",59
54-POLIGONO VALLONGA,NO DOMESTICO,2023/04/30,"7,441,465",214
55-PUERTO,COMERCIAL,2023/04/30,"253,222",5
55-PUERTO,NO DOMESTICO,2023/04/30,"4,141,156",18
56-DISPERSOS,DOMESTICO,2023/04/30,"178,324",3
56-DISPERSOS,NO DOMESTICO,2023/04/30,"1,199,550",6
5-CAMPOAMOR,COMERCIAL,2023/04/30,"758,595",81
5-CAMPOAMOR,DOMESTICO,2023/04/30,"30,279,797","4,890"
5-CAMPOAMOR,NO DOMESTICO,2023/04/30,"2,917,516",368
6-LOS ANGELES,COMERCIAL,2023/04/30,"586,636",73
6-LOS ANGELES,DOMESTICO,2023/04/30,"27,878,583","4,467"
6-LOS ANGELES,NO DOMESTICO,2023/04/30,"1,977,815",353
7-SAN AGUSTIN,COMERCIAL,2023/04/30,"9,908",4
7-SAN AGUSTIN,DOMESTICO,2023/04/30,"4,367,418",665
7-SAN AGUSTIN,NO DOMESTICO,2023/04/30,"1,069,759",37
8-ALIPARK,COMERCIAL,2023/04/30,"23,475",18
8-ALIPARK,DOMESTICO,2023/04/30,"6,223,023","1,175"
8-ALIPARK,NO DOMESTICO,2023/04/30,"267,484",77
9-FLORIDA ALTA,COMERCIAL,2023/04/30,"249,096",34
9-FLORIDA ALTA,DOMESTICO,2023/04/30,"12,533,493","2,050"
9-FLORIDA ALTA,NO DOMESTICO,2023/04/30,"655,667",200
BACAROT,COMERCIAL,2023/04/30,"5,309",2
BACAROT,DOMESTICO,2023/04/30,"3,623,273",242
BACAROT,NO DOMESTICO,2023/04/30,"3,802,064",42
FONTCALENT,DOMESTICO,2023/04/30,"6,314,941",335
FONTCALENT,NO DOMESTICO,2023/04/30,"405,391",8
LA ALCORAYA,DOMESTICO,2023/04/30,"2,748,190",220
LA ALCORAYA,NO DOMESTICO,2023/04/30,"1,513,832",2
LA CAÑADA,COMERCIAL,2023/04/30,"169,266",1
LA CAÑADA,DOMESTICO,2023/04/30,"10,762,502",733
LA CAÑADA,NO DOMESTICO,2023/04/30,"9,546,070",23
MONNEGRE,DOMESTICO,2023/04/30,"2,096,654",105
MONNEGRE,NO DOMESTICO,2023/04/30,"43,151",1
MORALET,DOMESTICO,2023/04/30,"13,318,786",809
MORALET,NO DOMESTICO,2023/04/30,"329,907",22
PDA VALLONGA,DOMESTICO,2023/04/30,"2,614,091",146
REBOLLEDO,COMERCIAL,2023/04/30,"13,202",1
REBOLLEDO,DOMESTICO,2023/04/30,"6,907,649",545
REBOLLEDO,NO DOMESTICO,2023/04/30,"547,300",21
SANTA FAZ,COMERCIAL,2023/04/30,"51,150",5
SANTA FAZ,DOMESTICO,2023/04/30,"5,849,754",374
SANTA FAZ,NO DOMESTICO,2023/04/30,"1,623,546",34
TABARCA,COMERCIAL,2023/04/30,"36,958",1
TABARCA,DOMESTICO,2023/04/30,"939,793",146
TABARCA,NO DOMESTICO,2023/04/30,"505,357",20
VERDEGAS,COMERCIAL,2023/04/30,"5,549",1
VERDEGAS,DOMESTICO,2023/04/30,"2,882,607",218
VERDEGAS,NO DOMESTICO,2023/04/30,"118,734",5
VILLAFRANQUEZA,COMERCIAL,2023/04/30,"200,091",7
VILLAFRANQUEZA,DOMESTICO,2023/04/30,"12,190,364","1,380"
VILLAFRANQUEZA,NO DOMESTICO,2023/04/30,"5,913,942",108
10-FLORIDA BAJA,COMERCIAL,2023/05/31,"534,932",101
10-FLORIDA BAJA,DOMESTICO,2023/05/31,"29,743,778","4,801"
10-FLORIDA BAJA,NO DOMESTICO,2023/05/31,"5,786,632",423
11-CIUDAD DE ASIS,COMERCIAL,2023/05/31,"3,397,539",105
11-CIUDAD DE ASIS,DOMESTICO,2023/05/31,"16,488,139","2,432"
11-CIUDAD DE ASIS,NO DOMESTICO,2023/05/31,"18,138,593",544
12-POLIGONO BABEL,COMERCIAL,2023/05/31,"1,126,258",83
12-POLIGONO BABEL,DOMESTICO,2023/05/31,"40,355,743","5,940"
12-POLIGONO BABEL,NO DOMESTICO,2023/05/31,"6,091,339",277
13-SAN GABRIEL,COMERCIAL,2023/05/31,"302,000",30
13-SAN GABRIEL,DOMESTICO,2023/05/31,"15,497,186","2,570"
13-SAN GABRIEL,NO DOMESTICO,2023/05/31,"1,659,746",170
14-ENSANCHE DIPUTACION,COMERCIAL,2023/05/31,"2,673,695",378
14-ENSANCHE DIPUTACION,DOMESTICO,2023/05/31,"44,388,914","7,872"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/05/31,"19,350,971","1,298"
15-POLIGONO SAN BLAS,COMERCIAL,2023/05/31,"720,328",108
15-POLIGONO SAN BLAS,DOMESTICO,2023/05/31,"68,032,657","9,173"
15-POLIGONO SAN BLAS,NO DOMESTICO,2023/05/31,"15,639,241",345
16-PLA DEL BON REPOS,COMERCIAL,2023/05/31,"325,365",80
16-PLA DEL BON REPOS,DOMESTICO,2023/05/31,"32,449,539","5,734"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/05/31,"3,169,155",320
17-CAROLINAS ALTAS,COMERCIAL,2023/05/31,"796,119",150
17-CAROLINAS ALTAS,DOMESTICO,2023/05/31,"50,825,002","7,923"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/05/31,"11,547,811",700
18-CAROLINAS BAJAS,COMERCIAL,2023/05/31,"258,457",76
18-CAROLINAS BAJAS,DOMESTICO,2023/05/31,"21,431,325","3,465"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/05/31,"2,490,834",304
19-GARBINET,COMERCIAL,2023/05/31,"997,516",94
19-GARBINET,DOMESTICO,2023/05/31,"40,544,600","5,384"
19-GARBINET,NO DOMESTICO,2023/05/31,"8,036,434",272
1-BENALUA,COMERCIAL,2023/05/31,"666,559",146
1-BENALUA,DOMESTICO,2023/05/31,"26,519,972","4,631"
1-BENALUA,NO DOMESTICO,2023/05/31,"8,716,820",517
20-RABASA,COMERCIAL,2023/05/31,"42,376",6
20-RABASA,DOMESTICO,2023/05/31,"6,944,257",978
20-RABASA,NO DOMESTICO,2023/05/31,"3,264,855",68
21-TOMBOLA,COMERCIAL,2023/05/31,"43,540",7
21-TOMBOLA,DOMESTICO,2023/05/31,"6,776,150",994
21-TOMBOLA,NO DOMESTICO,2023/05/31,"200,318",54
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2023/05/31,"2,636,216",116
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/05/31,"9,821,896","1,802"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/05/31,"6,124,998",388
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2023/05/31,"62,262",10
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2023/05/31,"4,949,537","1,117"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2023/05/31,"318,363",77
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2023/05/31,"276,854",71
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/05/31,"22,869,224","3,883"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/05/31,"2,320,482",400
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2023/05/31,"491,789",68
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/05/31,"25,892,776","4,007"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/05/31,"2,341,261",286
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2023/05/31,"7,603",11
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2023/05/31,"4,805,906",724
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2023/05/31,"279,603",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2023/05/31,"163,990",17
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2023/05/31,"8,780,201","1,537"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2023/05/31,"631,034",63
28-EL PALMERAL,COMERCIAL,2023/05/31,"219,815",20
28-EL PALMERAL,DOMESTICO,2023/05/31,"4,731,393",846
28-EL PALMERAL,NO DOMESTICO,2023/05/31,"18,823,887",67
29-URBANOVA,COMERCIAL,2023/05/31,"328,254",11
29-URBANOVA,DOMESTICO,2023/05/31,"3,552,804","1,602"
29-URBANOVA,NO DOMESTICO,2023/05/31,"1,122,145",32
2-SAN ANTON,COMERCIAL,2023/05/31,"44,618",15
2-SAN ANTON,DOMESTICO,2023/05/31,"5,951,603",948
2-SAN ANTON,NO DOMESTICO,2023/05/31,"524,403",100
30-DIVINA PASTORA,COMERCIAL,2023/05/31,"206,280",28
30-DIVINA PASTORA,DOMESTICO,2023/05/31,"4,338,593",595
30-DIVINA PASTORA,NO DOMESTICO,2023/05/31,"1,782,292",131
31-CIUDAD JARDIN,COMERCIAL,2023/05/31,"2,932",1
31-CIUDAD JARDIN,DOMESTICO,2023/05/31,"3,317,154",363
31-CIUDAD JARDIN,NO DOMESTICO,2023/05/31,"739,833",12
32-VIRGEN DEL REMEDIO,COMERCIAL,2023/05/31,"147,857",22
32-VIRGEN DEL REMEDIO,DOMESTICO,2023/05/31,"33,155,375","5,336"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2023/05/31,"2,511,407",124
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2023/05/31,"995,961",31
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2023/05/31,"17,139,603","2,571"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2023/05/31,"1,472,474",96
34-COLONIA REQUENA,COMERCIAL,2023/05/31,"66,840",8
34-COLONIA REQUENA,DOMESTICO,2023/05/31,"2,469,769",418
34-COLONIA REQUENA,NO DOMESTICO,2023/05/31,"25,893",10
35-VIRGEN DEL CARMEN,COMERCIAL,2023/05/31,"1,512",1
35-VIRGEN DEL CARMEN,DOMESTICO,2023/05/31,"4,262,305",505
35-VIRGEN DEL CARMEN,NO DOMESTICO,2023/05/31,"137,660",18
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2023/05/31,332,3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2023/05/31,"1,620,155",241
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2023/05/31,"170,779",18
37-JUAN XXIII,COMERCIAL,2023/05/31,"1,633,347",16
37-JUAN XXIII,DOMESTICO,2023/05/31,"18,287,985","2,729"
37-JUAN XXIII,NO DOMESTICO,2023/05/31,"2,955,516",45
38-VISTAHERMOSA,COMERCIAL,2023/05/31,"953,843",26
38-VISTAHERMOSA,DOMESTICO,2023/05/31,"19,826,832","2,177"
38-VISTAHERMOSA,NO DOMESTICO,2023/05/31,"22,000,282",135
39-ALBUFERETA,COMERCIAL,2023/05/31,"579,417",63
39-ALBUFERETA,DOMESTICO,2023/05/31,"42,755,454","7,638"
39-ALBUFERETA,NO DOMESTICO,2023/05/31,"10,985,618",330
3-CENTRO,COMERCIAL,2023/05/31,"4,151,710",346
3-CENTRO,DOMESTICO,2023/05/31,"21,553,993","3,973"
3-CENTRO,NO DOMESTICO,2023/05/31,"9,974,730","1,121"
40-CABO DE LAS HUERTAS,COMERCIAL,2023/05/31,"378,864",37
40-CABO DE LAS HUERTAS,DOMESTICO,2023/05/31,"48,837,686","6,445"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2023/05/31,"6,969,175",177
41-PLAYA DE SAN JUAN,COMERCIAL,2023/05/31,"2,230,700",174
41-PLAYA DE SAN JUAN,DOMESTICO,2023/05/31,"86,799,644","14,569"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2023/05/31,"15,893,051",499
4-MERCADO,COMERCIAL,2023/05/31,"1,238,426",180
4-MERCADO,DOMESTICO,2023/05/31,"33,105,755","5,340"
4-MERCADO,NO DOMESTICO,2023/05/31,"5,947,221",664
53-POLIGONO ATALAYAS,COMERCIAL,2023/05/31,"434,218",41
53-POLIGONO ATALAYAS,NO DOMESTICO,2023/05/31,"7,456,926",152
54-POLIGONO VALLONGA,COMERCIAL,2023/05/31,"2,345,835",59
54-POLIGONO VALLONGA,NO DOMESTICO,2023/05/31,"8,762,331",214
55-PUERTO,COMERCIAL,2023/05/31,"189,092",6
55-PUERTO,NO DOMESTICO,2023/05/31,"4,232,934",18
56-DISPERSOS,DOMESTICO,2023/05/31,"172,486",3
56-DISPERSOS,NO DOMESTICO,2023/05/31,"865,705",6
5-CAMPOAMOR,COMERCIAL,2023/05/31,"684,299",81
5-CAMPOAMOR,DOMESTICO,2023/05/31,"31,695,753","4,894"
5-CAMPOAMOR,NO DOMESTICO,2023/05/31,"3,142,757",367
6-LOS ANGELES,COMERCIAL,2023/05/31,"536,599",74
6-LOS ANGELES,DOMESTICO,2023/05/31,"29,077,651","4,466"
6-LOS ANGELES,NO DOMESTICO,2023/05/31,"2,314,706",357
7-SAN AGUSTIN,COMERCIAL,2023/05/31,"1,961",4
7-SAN AGUSTIN,DOMESTICO,2023/05/31,"4,424,925",664
7-SAN AGUSTIN,NO DOMESTICO,2023/05/31,"1,394,117",37
8-ALIPARK,COMERCIAL,2023/05/31,"22,989",18
8-ALIPARK,DOMESTICO,2023/05/31,"6,506,736","1,171"
8-ALIPARK,NO DOMESTICO,2023/05/31,"354,164",76
9-FLORIDA ALTA,COMERCIAL,2023/05/31,"244,591",36
9-FLORIDA ALTA,DOMESTICO,2023/05/31,"13,012,537","2,053"
9-FLORIDA ALTA,NO DOMESTICO,2023/05/31,"786,492",203
BACAROT,COMERCIAL,2023/05/31,"2,618",2
BACAROT,DOMESTICO,2023/05/31,"3,293,931",243
BACAROT,NO DOMESTICO,2023/05/31,"4,395,936",42
FONTCALENT,DOMESTICO,2023/05/31,"4,777,621",334
FONTCALENT,NO DOMESTICO,2023/05/31,"286,499",8
LA ALCORAYA,DOMESTICO,2023/05/31,"1,972,832",219
LA ALCORAYA,NO DOMESTICO,2023/05/31,"2,421,074",2
LA CAÑADA,COMERCIAL,2023/05/31,"168,297",1
LA CAÑADA,DOMESTICO,2023/05/31,"8,539,079",736
LA CAÑADA,NO DOMESTICO,2023/05/31,"5,060,350",23
MONNEGRE,DOMESTICO,2023/05/31,"1,718,829",106
MONNEGRE,NO DOMESTICO,2023/05/31,"18,022",1
MORALET,DOMESTICO,2023/05/31,"10,434,525",810
MORALET,NO DOMESTICO,2023/05/31,"280,914",22
PDA VALLONGA,DOMESTICO,2023/05/31,"1,959,275",148
REBOLLEDO,COMERCIAL,2023/05/31,"11,347",1
REBOLLEDO,DOMESTICO,2023/05/31,"5,833,569",546
REBOLLEDO,NO DOMESTICO,2023/05/31,"572,420",21
SANTA FAZ,COMERCIAL,2023/05/31,"89,540",5
SANTA FAZ,DOMESTICO,2023/05/31,"5,820,594",373
SANTA FAZ,NO DOMESTICO,2023/05/31,"755,678",33
TABARCA,COMERCIAL,2023/05/31,"20,617",1
TABARCA,DOMESTICO,2023/05/31,"744,432",145
TABARCA,NO DOMESTICO,2023/05/31,"387,160",20
VERDEGAS,COMERCIAL,2023/05/31,"5,800",1
VERDEGAS,DOMESTICO,2023/05/31,"2,184,311",219
VERDEGAS,NO DOMESTICO,2023/05/31,"69,259",5
VILLAFRANQUEZA,COMERCIAL,2023/05/31,"120,175",6
VILLAFRANQUEZA,DOMESTICO,2023/05/31,"11,941,087","1,383"
VILLAFRANQUEZA,NO DOMESTICO,2023/05/31,"6,062,760",107
10-FLORIDA BAJA,COMERCIAL,2023/06/30,"564,590",101
10-FLORIDA BAJA,DOMESTICO,2023/06/30,"29,383,741","4,847"
10-FLORIDA BAJA,NO DOMESTICO,2023/06/30,"5,534,724",421
11-CIUDAD DE ASIS,COMERCIAL,2023/06/30,"3,769,553",105
11-CIUDAD DE ASIS,DOMESTICO,2023/06/30,"16,698,994","2,444"
11-CIUDAD DE ASIS,NO DOMESTICO,2023/06/30,"19,783,873",563
12-POLIGONO BABEL,COMERCIAL,2023/06/30,"975,023",85
12-POLIGONO BABEL,DOMESTICO,2023/06/30,"40,000,098","5,847"
12-POLIGONO BABEL,NO DOMESTICO,2023/06/30,"5,271,341",283
13-SAN GABRIEL,COMERCIAL,2023/06/30,"283,429",29
13-SAN GABRIEL,DOMESTICO,2023/06/30,"16,067,416","2,360"
13-SAN GABRIEL,NO DOMESTICO,2023/06/30,"1,930,363",166
14-ENSANCHE DIPUTACION,COMERCIAL,2023/06/30,"3,024,855",374
14-ENSANCHE DIPUTACION,DOMESTICO,2023/06/30,"42,873,313","7,763"
14-ENSANCHE DIPUTACION,NO DOMESTICO,2023/06/30,"19,598,433","1,297"
15-POLIGONO SAN BLAS,COMERCIAL,2023/06/30,"813,742",108
15-POLIGONO SAN BLAS,DOMESTICO,2023/06/30,"66,281,996","9,177"
15-POLIGONO SAN BLAS,NO DOMESTICO,2023/06/30,"12,856,833",343
16-PLA DEL BON REPOS,COMERCIAL,2023/06/30,"354,896",78
16-PLA DEL BON REPOS,DOMESTICO,2023/06/30,"32,825,795","5,728"
16-PLA DEL BON REPOS,NO DOMESTICO,2023/06/30,"3,423,225",318
17-CAROLINAS ALTAS,COMERCIAL,2023/06/30,"982,069",150
17-CAROLINAS ALTAS,DOMESTICO,2023/06/30,"51,636,595","7,920"
17-CAROLINAS ALTAS,NO DOMESTICO,2023/06/30,"10,596,427",694
18-CAROLINAS BAJAS,COMERCIAL,2023/06/30,"249,916",77
18-CAROLINAS BAJAS,DOMESTICO,2023/06/30,"21,824,608","3,467"
18-CAROLINAS BAJAS,NO DOMESTICO,2023/06/30,"2,460,059",307
19-GARBINET,COMERCIAL,2023/06/30,"1,084,807",93
19-GARBINET,DOMESTICO,2023/06/30,"39,863,974","5,384"
19-GARBINET,NO DOMESTICO,2023/06/30,"9,000,240",273
1-BENALUA,COMERCIAL,2023/06/30,"798,506",156
1-BENALUA,DOMESTICO,2023/06/30,"27,689,346","5,220"
1-BENALUA,NO DOMESTICO,2023/06/30,"5,017,574",568
20-RABASA,COMERCIAL,2023/06/30,"40,279",6
20-RABASA,DOMESTICO,2023/06/30,"7,168,797",979
20-RABASA,NO DOMESTICO,2023/06/30,"2,994,318",68
21-TOMBOLA,COMERCIAL,2023/06/30,"41,322",7
21-TOMBOLA,DOMESTICO,2023/06/30,"6,698,684",994
21-TOMBOLA,NO DOMESTICO,2023/06/30,"180,041",54
22-CASCO ANTIGUO - SANTA CRUZ,COMERCIAL,2023/06/30,"3,506,305",116
22-CASCO ANTIGUO - SANTA CRUZ,DOMESTICO,2023/06/30,"10,144,731","1,807"
22-CASCO ANTIGUO - SANTA CRUZ,NO DOMESTICO,2023/06/30,"6,158,603",390
23-RAVAL ROIG -V. DEL SOCORRO,COMERCIAL,2023/06/30,"64,970",11
23-RAVAL ROIG -V. DEL SOCORRO,DOMESTICO,2023/06/30,"5,340,765","1,115"
23-RAVAL ROIG -V. DEL SOCORRO,NO DOMESTICO,2023/06/30,"347,184",77
24-SAN BLAS - SANTO DOMINGO,COMERCIAL,2023/06/30,"274,703",69
24-SAN BLAS - SANTO DOMINGO,DOMESTICO,2023/06/30,"22,704,456","3,876"
24-SAN BLAS - SANTO DOMINGO,NO DOMESTICO,2023/06/30,"2,243,029",400
25-ALTOZANO - CONDE LUMIARES,COMERCIAL,2023/06/30,"515,345",68
25-ALTOZANO - CONDE LUMIARES,DOMESTICO,2023/06/30,"25,787,322","4,005"
25-ALTOZANO - CONDE LUMIARES,NO DOMESTICO,2023/06/30,"2,433,748",285
26-SIDI IFNI - NOU ALACANT,COMERCIAL,2023/06/30,"8,755",11
26-SIDI IFNI - NOU ALACANT,DOMESTICO,2023/06/30,"4,898,585",722
26-SIDI IFNI - NOU ALACANT,NO DOMESTICO,2023/06/30,"275,351",29
27-SAN FERNANDO-PRIN. MERCEDES,COMERCIAL,2023/06/30,"193,079",18
27-SAN FERNANDO-PRIN. MERCEDES,DOMESTICO,2023/06/30,"9,481,482","1,797"
27-SAN FERNANDO-PRIN. MERCEDES,NO DOMESTICO,2023/06/30,"575,815",67
28-EL PALMERAL,COMERCIAL,2023/06/30,"305,130",19
28-EL PALMERAL,DOMESTICO,2023/06/30,"4,942,212",777
28-EL PALMERAL,NO DOMESTICO,2023/06/30,"16,611,313",67
29-URBANOVA,COMERCIAL,2023/06/30,"395,565",11
29-URBANOVA,DOMESTICO,2023/06/30,"4,737,686","1,387"
29-URBANOVA,NO DOMESTICO,2023/06/30,"1,379,525",31
2-SAN ANTON,COMERCIAL,2023/06/30,"52,993",15
2-SAN ANTON,DOMESTICO,2023/06/30,"6,233,779",949
2-SAN ANTON,NO DOMESTICO,2023/06/30,"545,687",102
30-DIVINA PASTORA,COMERCIAL,2023/06/30,"175,227",28
30-DIVINA PASTORA,DOMESTICO,2023/06/30,"4,365,078",594
30-DIVINA PASTORA,NO DOMESTICO,2023/06/30,"1,817,660",131
31-CIUDAD JARDIN,COMERCIAL,2023/06/30,"2,933",1
31-CIUDAD JARDIN,DOMESTICO,2023/06/30,"3,644,002",363
31-CIUDAD JARDIN,NO DOMESTICO,2023/06/30,"959,969",12
32-VIRGEN DEL REMEDIO,COMERCIAL,2023/06/30,"126,512",23
32-VIRGEN DEL REMEDIO,DOMESTICO,2023/06/30,"33,982,200","5,343"
32-VIRGEN DEL REMEDIO,NO DOMESTICO,2023/06/30,"3,310,268",124
33- MORANT -SAN NICOLAS BARI,COMERCIAL,2023/06/30,"821,732",30
33- MORANT -SAN NICOLAS BARI,DOMESTICO,2023/06/30,"16,987,925","2,570"
33- MORANT -SAN NICOLAS BARI,NO DOMESTICO,2023/06/30,"1,232,905",98
34-COLONIA REQUENA,COMERCIAL,2023/06/30,"67,479",8
34-COLONIA REQUENA,DOMESTICO,2023/06/30,"2,648,196",423
34-COLONIA REQUENA,NO DOMESTICO,2023/06/30,"22,565",10
35-VIRGEN DEL CARMEN,COMERCIAL,2023/06/30,"2,148",1
35-VIRGEN DEL CARMEN,DOMESTICO,2023/06/30,"3,852,635",509
35-VIRGEN DEL CARMEN,NO DOMESTICO,2023/06/30,"92,997",17
36-CUATROCIENTAS VIVIENDAS,COMERCIAL,2023/06/30,"1,366",3
36-CUATROCIENTAS VIVIENDAS,DOMESTICO,2023/06/30,"1,406,148",241
36-CUATROCIENTAS VIVIENDAS,NO DOMESTICO,2023/06/30,"77,408",16
37-JUAN XXIII,COMERCIAL,2023/06/30,"1,571,690",16
37-JUAN XXIII,DOMESTICO,2023/06/30,"18,804,826","2,735"
37-JUAN XXIII,NO DOMESTICO,2023/06/30,"2,819,134",46
38-VISTAHERMOSA,COMERCIAL,2023/06/30,"961,798",27
38-VISTAHERMOSA,DOMESTICO,2023/06/30,"20,254,824","2,178"
38-VISTAHERMOSA,NO DOMESTICO,2023/06/30,"15,591,254",134
39-ALBUFERETA,COMERCIAL,2023/06/30,"563,176",63
39-ALBUFERETA,DOMESTICO,2023/06/30,"47,466,026","7,640"
39-ALBUFERETA,NO DOMESTICO,2023/06/30,"12,328,066",329
3-CENTRO,COMERCIAL,2023/06/30,"4,438,745",349
3-CENTRO,DOMESTICO,2023/06/30,"21,029,585","3,975"
3-CENTRO,NO DOMESTICO,2023/06/30,"10,477,084","1,134"
40-CABO DE LAS HUERTAS,COMERCIAL,2023/06/30,"380,907",38
40-CABO DE LAS HUERTAS,DOMESTICO,2023/06/30,"50,495,726","6,468"
40-CABO DE LAS HUERTAS,NO DOMESTICO,2023/06/30,"6,597,911",178
41-PLAYA DE SAN JUAN,COMERCIAL,2023/06/30,"2,617,700",183
41-PLAYA DE SAN JUAN,DOMESTICO,2023/06/30,"94,525,117","14,574"
41-PLAYA DE SAN JUAN,NO DOMESTICO,2023/06/30,"18,536,058",494
4-MERCADO,COMERCIAL,2023/06/30,"1,358,629",183
4-MERCADO,DOMESTICO,2023/06/30,"32,082,512","5,346"
4-MERCADO,NO DOMESTICO,2023/06/30,"6,495,707",666
53-POLIGONO ATALAYAS,COMERCIAL,2023/06/30,"435,034",41
53-POLIGONO ATALAYAS,NO DOMESTICO,2023/06/30,"7,479,305",152
54-POLIGONO VALLONGA,COMERCIAL,2023/06/30,"2,605,985",59
54-POLIGONO VALLONGA,NO DOMESTICO,2023/06/30,"8,731,948",214
55-PUERTO,COMERCIAL,2023/06/30,"133,561",6
55-PUERTO,NO DOMESTICO,2023/06/30,"4,805,576",18
56-DISPERSOS,DOMESTICO,2023/06/30,"275,749",3
56-DISPERSOS,NO DOMESTICO,2023/06/30,"1,128,109",6
5-CAMPOAMOR,COMERCIAL,2023/06/30,"657,550",80
5-CAMPOAMOR,DOMESTICO,2023/06/30,"32,012,760","4,898"
5-CAMPOAMOR,NO DOMESTICO,2023/06/30,"2,877,634",368
6-LOS ANGELES,COMERCIAL,2023/06/30,"594,932",75
6-LOS ANGELES,DOMESTICO,2023/06/30,"29,363,889","4,471"
6-LOS ANGELES,NO DOMESTICO,2023/06/30,"2,853,072",357
7-SAN AGUSTIN,COMERCIAL,2023/06/30,"2,537",4
7-SAN AGUSTIN,DOMESTICO,2023/06/30,"4,596,781",665
7-SAN AGUSTIN,NO DOMESTICO,2023/06/30,"1,383,431",37
8-ALIPARK,COMERCIAL,2023/06/30,"32,998",18
8-ALIPARK,DOMESTICO,2023/06/30,"6,867,364","1,249"
8-ALIPARK,NO DOMESTICO,2023/06/30,"386,922",80
9-FLORIDA ALTA,COMERCIAL,2023/06/30,"298,361",36
9-FLORIDA ALTA,DOMESTICO,2023/06/30,"13,218,591","2,054"
9-FLORIDA ALTA,NO DOMESTICO,2023/06/30,"751,356",201
BACAROT,COMERCIAL,2023/06/30,"4,097",2
BACAROT,DOMESTICO,2023/06/30,"3,087,829",241
BACAROT,NO DOMESTICO,2023/06/30,"4,953,615",42
FONTCALENT,DOMESTICO,2023/06/30,"5,947,061",333
FONTCALENT,NO DOMESTICO,2023/06/30,"1,129,136",11
